attraction_id,destination_name,state,attraction_name,category,entry_fee_indian_inr,entry_fee_foreigner_inr,avg_visit_duration_hrs,rating,description
211,Kushinagar,Uttar Pradesh,Kushinagar Local Market,Market,0,0,1.0,4.0,"Market in Kushinagar, Uttar Pradesh."
212,Shravasti,Uttar Pradesh,Shravasti Viewpoint,Viewpoint,0,0,1.0,4.1,"Viewpoint in Shravasti, Uttar Pradesh."
213,Shravasti,Uttar Pradesh,Shravasti Local Market,Market,0,0,1.5,3.6,"Market in Shravasti, Uttar Pradesh."
214,Ahmedabad,Gujarat,Ahmedabad Viewpoint,Viewpoint,20,20,0.5,4.0,"Viewpoint in Ahmedabad, Gujarat."
215,Ahmedabad,Gujarat,Ahmedabad Heritage Walk,Heritage Site,250,2500,1.0,3.8,"Heritage Site in Ahmedabad, Gujarat."
216,Bhuj,Gujarat,Bhuj Local Market,Market,0,0,1.0,3.9,"Market in Bhuj, Gujarat."
217,Sasan Gir,Gujarat,Gir National Park,Wildlife Park,300,2100,1.5,4.1,"Wildlife Park in Sasan Gir, Gujarat."
218,Dwarka,Gujarat,Dwarka Viewpoint,Viewpoint,0,0,0.5,4.2,"Viewpoint in Dwarka, Gujarat."
219,Somnath,Gujarat,Somnath Community Museum,Museum,30,150,2.0,4.1,"Museum in Somnath, Gujarat."
220,Diu,Gujarat,Diu Community Museum,Museum,20,160,3.0,4.8,"Museum in Diu, Gujarat."
221,Diu,Gujarat,Diu Viewpoint,Viewpoint,30,30,0.5,4.2,"Viewpoint in Diu, Gujarat."
222,Vadodara,Gujarat,Vadodara Heritage Walk,Heritage Site,50,650,2.0,3.8,"Heritage Site in Vadodara, Gujarat."
223,Saputara,Gujarat,Saputara Local Market,Market,0,0,2.5,3.8,"Market in Saputara, Gujarat."
224,Kevadia,Gujarat,Kevadia Old Town,Heritage Site,50,400,3.0,4.6,"Heritage Site in Kevadia, Gujarat."
225,Kevadia,Gujarat,Kevadia Heritage Walk,Heritage Site,50,550,3.0,4.0,"Heritage Site in Kevadia, Gujarat."
226,Junagadh,Gujarat,Junagadh Old Town,Heritage Site,100,1400,1.5,4.3,"Heritage Site in Junagadh, Gujarat."
227,Champaner,Gujarat,Champaner Heritage Walk,Heritage Site,250,2500,0.5,3.8,"Heritage Site in Champaner, Gujarat."
228,Champaner,Gujarat,Champaner Viewpoint,Viewpoint,0,0,2.0,5.0,"Viewpoint in Champaner, Gujarat."
229,Surat,Gujarat,Surat Old Town,Heritage Site,100,1300,1.0,4.0,"Heritage Site in Surat, Gujarat."
230,Rajkot,Gujarat,Rajkot Viewpoint,Viewpoint,0,0,1.0,4.1,"Viewpoint in Rajkot, Gujarat."
231,Rajkot,Gujarat,Rajkot Old Town,Heritage Site,30,420,1.5,4.1,"Heritage Site in Rajkot, Gujarat."
232,Palitana,Gujarat,Palitana Viewpoint,Viewpoint,0,0,3.0,4.1,"Viewpoint in Palitana, Gujarat."
233,Porbandar,Gujarat,Porbandar Old Town,Heritage Site,30,270,3.0,4.5,"Heritage Site in Porbandar, Gujarat."
234,Modhera,Gujarat,Modhera Old Town,Heritage Site,250,3000,2.5,4.2,"Heritage Site in Modhera, Gujarat."
235,Modhera,Gujarat,Modhera Community Museum,Museum,20,180,2.5,4.8,"Museum in Modhera, Gujarat."
236,Lothal,Gujarat,Lothal Viewpoint,Viewpoint,20,20,2.0,4.0,"Viewpoint in Lothal, Gujarat."
237,Mumbai,Maharashtra,Gateway of India,Monument,100,800,3.0,4.1,"Monument in Mumbai, Maharashtra."
238,Mumbai,Maharashtra,Marine Drive,Landmark,0,0,2.5,4.2,"Landmark in Mumbai, Maharashtra."
239,Mumbai,Maharashtra,Elephanta Caves,Heritage Site,250,2250,1.5,4.0,"Heritage Site in Mumbai, Maharashtra."
240,Pune,Maharashtra,Pune Old Town,Heritage Site,50,400,2.5,4.0,"Heritage Site in Pune, Maharashtra."
241,Pune,Maharashtra,Pune Heritage Walk,Heritage Site,40,360,2.5,3.7,"Heritage Site in Pune, Maharashtra."
242,Lonavala,Maharashtra,Lonavala Local Market,Market,0,0,2.0,4.3,"Market in Lonavala, Maharashtra."
243,Mahabaleshwar,Maharashtra,Mahabaleshwar Viewpoint,Viewpoint,0,0,1.5,3.7,"Viewpoint in Mahabaleshwar, Maharashtra."
244,Nashik,Maharashtra,Nashik Community Museum,Museum,50,300,3.0,3.9,"Museum in Nashik, Maharashtra."
245,Nashik,Maharashtra,Nashik Old Town,Heritage Site,50,400,1.0,4.3,"Heritage Site in Nashik, Maharashtra."
246,Aurangabad,Maharashtra,Aurangabad Heritage Walk,Heritage Site,250,2000,0.5,4.0,"Heritage Site in Aurangabad, Maharashtra."
247,Aurangabad,Maharashtra,Aurangabad Viewpoint,Viewpoint,0,0,2.5,3.9,"Viewpoint in Aurangabad, Maharashtra."
248,Ajanta,Maharashtra,Ajanta Caves,Heritage Site,50,650,0.5,4.0,"Heritage Site in Ajanta, Maharashtra."
249,Ellora,Maharashtra,Ellora Caves,Heritage Site,250,3250,0.5,3.6,"Heritage Site in Ellora, Maharashtra."
250,Alibaug,Maharashtra,Alibaug Viewpoint,Viewpoint,20,20,2.0,4.3,"Viewpoint in Alibaug, Maharashtra."
251,Alibaug,Maharashtra,Alibaug Local Market,Market,0,0,1.5,4.5,"Market in Alibaug, Maharashtra."
252,Matheran,Maharashtra,Matheran Old Town,Heritage Site,50,700,2.5,4.5,"Heritage Site in Matheran, Maharashtra."
253,Khandala,Maharashtra,Khandala Viewpoint,Viewpoint,0,0,1.0,4.2,"Viewpoint in Khandala, Maharashtra."
254,Shirdi,Maharashtra,Shirdi Community Museum,Museum,20,100,1.5,4.4,"Museum in Shirdi, Maharashtra."
255,Kolhapur,Maharashtra,Kolhapur Community Museum,Museum,50,400,2.0,3.8,"Museum in Kolhapur, Maharashtra."
256,Kolhapur,Maharashtra,Kolhapur Old Town,Heritage Site,100,1200,0.5,4.7,"Heritage Site in Kolhapur, Maharashtra."
257,Panchgani,Maharashtra,Panchgani Old Town,Heritage Site,30,360,2.0,3.8,"Heritage Site in Panchgani, Maharashtra."
258,Panchgani,Maharashtra,Panchgani Viewpoint,Viewpoint,0,0,2.5,4.3,"Viewpoint in Panchgani, Maharashtra."
259,Tadoba,Maharashtra,Tadoba Community Museum,Museum,20,140,1.5,4.3,"Museum in Tadoba, Maharashtra."
260,Lavasa,Maharashtra,Lavasa Heritage Walk,Heritage Site,30,390,2.0,4.0,"Heritage Site in Lavasa, Maharashtra."
261,Lavasa,Maharashtra,Lavasa Community Museum,Museum,20,140,3.0,4.3,"Museum in Lavasa, Maharashtra."
262,Ratnagiri,Maharashtra,Ratnagiri Heritage Walk,Heritage Site,30,390,3.0,4.2,"Heritage Site in Ratnagiri, Maharashtra."
263,Ganpatipule,Maharashtra,Ganpatipule Heritage Walk,Heritage Site,40,360,0.5,3.9,"Heritage Site in Ganpatipule, Maharashtra."
264,Igatpuri,Maharashtra,Igatpuri Viewpoint,Viewpoint,20,20,0.5,4.5,"Viewpoint in Igatpuri, Maharashtra."
265,Nagpur,Maharashtra,Nagpur Heritage Walk,Heritage Site,40,440,1.5,4.0,"Heritage Site in Nagpur, Maharashtra."
266,Bhandardara,Maharashtra,Bhandardara Heritage Walk,Heritage Site,50,450,0.5,3.5,"Heritage Site in Bhandardara, Maharashtra."
267,Bhandardara,Maharashtra,Bhandardara Community Museum,Museum,20,140,1.0,3.4,"Museum in Bhandardara, Maharashtra."
268,Karjat,Maharashtra,Karjat Viewpoint,Viewpoint,0,0,1.0,4.2,"Viewpoint in Karjat, Maharashtra."
269,Karjat,Maharashtra,Karjat Community Museum,Museum,20,140,1.5,4.2,"Museum in Karjat, Maharashtra."
270,Amboli,Maharashtra,Amboli Community Museum,Museum,50,400,2.5,4.2,"Museum in Amboli, Maharashtra."
271,Amboli,Maharashtra,Amboli Heritage Walk,Heritage Site,30,360,2.0,4.4,"Heritage Site in Amboli, Maharashtra."
272,Chiplun,Maharashtra,Chiplun Community Museum,Museum,20,120,1.5,4.0,"Museum in Chiplun, Maharashtra."
273,Chiplun,Maharashtra,Chiplun Old Town,Heritage Site,30,240,3.0,4.5,"Heritage Site in Chiplun, Maharashtra."
274,Sindhudurg,Maharashtra,Sindhudurg Local Market,Market,0,0,1.0,4.3,"Market in Sindhudurg, Maharashtra."
275,Sindhudurg,Maharashtra,Sindhudurg Viewpoint,Viewpoint,0,0,1.0,4.2,"Viewpoint in Sindhudurg, Maharashtra."
276,Calangute,Goa,Calangute Beach,Beach,0,0,1.0,4.2,"Beach in Calangute, Goa."
277,Baga,Goa,Baga Beach,Beach,0,0,0.5,4.7,"Beach in Baga, Goa."
278,Anjuna,Goa,Anjuna Flea Market,Landmark,0,0,3.0,4.8,"Landmark in Anjuna, Goa."
279,Palolem,Goa,Palolem Beach,Beach,30,30,2.0,4.0,"Beach in Palolem, Goa."
280,Candolim,Goa,Candolim Local Market,Market,20,20,3.0,4.1,"Market in Candolim, Goa."
281,Panaji,Goa,Basilica of Bom Jesus,Heritage Site,40,360,2.0,4.1,"Heritage Site in Panaji, Goa."
282,Panaji,Goa,Fontainhas,Heritage Site,30,300,2.0,4.5,"Heritage Site in Panaji, Goa."
283,Old Goa,Goa,Basilica of Bom Jesus,Heritage Site,40,480,2.5,4.6,"Heritage Site in Old Goa, Goa."
284,Old Goa,Goa,Se Cathedral,Monument,250,2250,0.5,3.6,"Monument in Old Goa, Goa."
285,Colva,Goa,Colva Viewpoint,Viewpoint,30,30,1.0,4.7,"Viewpoint in Colva, Goa."
286,Colva,Goa,Colva Community Museum,Museum,30,210,2.5,4.0,"Museum in Colva, Goa."
287,Arambol,Goa,Arambol Old Town,Heritage Site,50,450,3.0,4.7,"Heritage Site in Arambol, Goa."
288,Vagator,Goa,Vagator Old Town,Heritage Site,30,300,2.5,4.1,"Heritage Site in Vagator, Goa."
289,Vagator,Goa,Vagator Community Museum,Museum,50,400,1.5,3.7,"Museum in Vagator, Goa."
290,Dona Paula,Goa,Dona Paula Heritage Walk,Heritage Site,30,300,1.0,4.1,"Heritage Site in Dona Paula, Goa."
291,Morjim,Goa,Morjim Old Town,Heritage Site,30,330,2.5,4.9,"Heritage Site in Morjim, Goa."
292,Agonda,Goa,Agonda Heritage Walk,Heritage Site,40,560,3.0,4.8,"Heritage Site in Agonda, Goa."
293,Benaulim,Goa,Benaulim Heritage Walk,Heritage Site,250,3500,3.0,4.1,"Heritage Site in Benaulim, Goa."
294,Benaulim,Goa,Benaulim Viewpoint,Viewpoint,0,0,1.5,4.0,"Viewpoint in Benaulim, Goa."
295,Chapora,Goa,Chapora Local Market,Market,20,20,2.0,4.2,"Market in Chapora, Goa."
296,Chapora,Goa,Chapora Community Museum,Museum,30,240,2.5,4.2,"Museum in Chapora, Goa."
297,Khajuraho,Madhya Pradesh,Khajuraho Group of Monuments,Heritage Site,100,1100,2.5,3.5,"Heritage Site in Khajuraho, Madhya Pradesh."
298,Bhopal,Madhya Pradesh,Sanchi Stupa (near Bhopal),Heritage Site,30,330,1.0,4.2,"Heritage Site in Bhopal, Madhya Pradesh."
299,Bhopal,Madhya Pradesh,Upper Lake Bhopal,Lake,0,0,3.0,3.9,"Lake in Bhopal, Madhya Pradesh."
300,Pachmarhi,Madhya Pradesh,Pachmarhi Local Market,Market,30,30,3.0,4.7,"Market in Pachmarhi, Madhya Pradesh."
301,Kanha,Madhya Pradesh,Kanha National Park,Wildlife Park,200,1400,1.5,4.2,"Wildlife Park in Kanha, Madhya Pradesh."
302,Bandhavgarh,Madhya Pradesh,Bandhavgarh National Park,Wildlife Park,300,1200,0.5,4.2,"Wildlife Park in Bandhavgarh, Madhya Pradesh."
303,Ujjain,Madhya Pradesh,Mahakaleshwar Temple,Temple,0,0,1.0,4.5,"Temple in Ujjain, Madhya Pradesh."
304,Gwalior,Madhya Pradesh,Gwalior Fort,Fort,100,1000,1.0,4.1,"Fort in Gwalior, Madhya Pradesh."
305,Orchha,Madhya Pradesh,Orchha Fort Complex,Fort,250,2750,2.0,4.3,"Fort in Orchha, Madhya Pradesh."
306,Indore,Madhya Pradesh,Indore Heritage Walk,Heritage Site,30,330,2.0,3.8,"Heritage Site in Indore, Madhya Pradesh."
307,Omkareshwar,Madhya Pradesh,Omkareshwar Old Town,Heritage Site,100,1400,0.5,4.1,"Heritage Site in Omkareshwar, Madhya Pradesh."
308,Omkareshwar,Madhya Pradesh,Omkareshwar Community Museum,Museum,30,180,0.5,3.5,"Museum in Omkareshwar, Madhya Pradesh."
309,Mandu,Madhya Pradesh,Mandu Old Town,Heritage Site,30,390,2.5,4.2,"Heritage Site in Mandu, Madhya Pradesh."
310,Panna,Madhya Pradesh,Panna Viewpoint,Viewpoint,30,30,1.0,4.0,"Viewpoint in Panna, Madhya Pradesh."
311,Amarkantak,Madhya Pradesh,Amarkantak Viewpoint,Viewpoint,0,0,2.5,3.6,"Viewpoint in Amarkantak, Madhya Pradesh."
312,Bhedaghat,Madhya Pradesh,Bhedaghat Local Market,Market,0,0,0.5,4.7,"Market in Bhedaghat, Madhya Pradesh."
313,Maheshwar,Madhya Pradesh,Maheshwar Old Town,Heritage Site,50,450,1.5,4.1,"Heritage Site in Maheshwar, Madhya Pradesh."
314,Maheshwar,Madhya Pradesh,Maheshwar Local Market,Market,0,0,3.0,5.0,"Market in Maheshwar, Madhya Pradesh."
315,Chitrakote Falls,Chhattisgarh,Chitrakote Falls Local Market,Market,20,20,1.0,4.4,"Market in Chitrakote Falls, Chhattisgarh."
316,Chitrakote Falls,Chhattisgarh,Chitrakote Falls Viewpoint,Viewpoint,20,20,2.5,4.0,"Viewpoint in Chitrakote Falls, Chhattisgarh."
317,Jagdalpur,Chhattisgarh,Jagdalpur Community Museum,Museum,20,180,3.0,3.7,"Museum in Jagdalpur, Chhattisgarh."
318,Raipur,Chhattisgarh,Raipur Local Market,Market,0,0,3.0,4.2,"Market in Raipur, Chhattisgarh."
319,Raipur,Chhattisgarh,Raipur Community Museum,Museum,50,450,2.5,4.3,"Museum in Raipur, Chhattisgarh."
320,Kanger Valley,Chhattisgarh,Kanger Valley Local Market,Market,0,0,0.5,4.5,"Market in Kanger Valley, Chhattisgarh."
321,Bilaspur,Chhattisgarh,Bilaspur Local Market,Market,0,0,1.0,3.9,"Market in Bilaspur, Chhattisgarh."
322,Bilaspur,Chhattisgarh,Bilaspur Viewpoint,Viewpoint,30,30,1.5,4.1,"Viewpoint in Bilaspur, Chhattisgarh."
323,Sirpur,Chhattisgarh,Sirpur Heritage Walk,Heritage Site,30,390,1.0,4.4,"Heritage Site in Sirpur, Chhattisgarh."
324,Sirpur,Chhattisgarh,Sirpur Viewpoint,Viewpoint,20,20,2.5,4.1,"Viewpoint in Sirpur, Chhattisgarh."
325,Bangalore,Karnataka,Lalbagh Botanical Garden,Park,0,0,3.0,4.2,"Park in Bangalore, Karnataka."
326,Bangalore,Karnataka,Bangalore Palace,Monument,40,480,0.5,4.7,"Monument in Bangalore, Karnataka."
327,Mysore,Karnataka,Mysore Palace,Monument,40,520,2.0,3.6,"Monument in Mysore, Karnataka."
328,Mysore,Karnataka,Chamundi Hills,Temple,0,0,2.0,4.4,"Temple in Mysore, Karnataka."
329,Madikeri,Karnataka,Abbey Falls,Waterfall,20,20,2.0,4.1,"Waterfall in Madikeri, Karnataka."
330,Madikeri,Karnataka,Raja's Seat,Viewpoint,0,0,3.0,4.8,"Viewpoint in Madikeri, Karnataka."
331,Hampi,Karnataka,Virupaksha Temple,Temple,0,0,1.0,4.1,"Temple in Hampi, Karnataka."
332,Hampi,Karnataka,Vittala Temple Complex,Heritage Site,50,400,3.0,4.8,"Heritage Site in Hampi, Karnataka."
333,Hampi,Karnataka,Hampi Bazaar,Heritage Site,50,500,1.0,4.0,"Heritage Site in Hampi, Karnataka."
334,Chikmagalur,Karnataka,Chikmagalur Viewpoint,Viewpoint,30,30,2.5,4.0,"Viewpoint in Chikmagalur, Karnataka."
335,Chikmagalur,Karnataka,Chikmagalur Local Market,Market,0,0,2.0,4.5,"Market in Chikmagalur, Karnataka."
336,Gokarna,Karnataka,Om Beach,Beach,20,20,1.5,3.4,"Beach in Gokarna, Karnataka."
337,Gokarna,Karnataka,Kudle Beach,Beach,0,0,1.0,4.3,"Beach in Gokarna, Karnataka."
338,Udupi,Karnataka,Udupi Old Town,Heritage Site,50,550,0.5,4.4,"Heritage Site in Udupi, Karnataka."
339,Udupi,Karnataka,Udupi Viewpoint,Viewpoint,0,0,2.0,3.8,"Viewpoint in Udupi, Karnataka."
340,Badami,Karnataka,Badami Heritage Walk,Heritage Site,30,390,3.0,4.3,"Heritage Site in Badami, Karnataka."
341,Badami,Karnataka,Badami Local Market,Market,0,0,0.5,4.1,"Market in Badami, Karnataka."
342,Belur,Karnataka,Belur Old Town,Heritage Site,30,240,0.5,3.9,"Heritage Site in Belur, Karnataka."
343,Halebidu,Karnataka,Halebidu Local Market,Market,0,0,2.5,4.0,"Market in Halebidu, Karnataka."
344,Halebidu,Karnataka,Halebidu Heritage Walk,Heritage Site,30,390,2.0,4.3,"Heritage Site in Halebidu, Karnataka."
345,Jog Falls,Karnataka,Jog Falls Local Market,Market,20,20,2.0,3.8,"Market in Jog Falls, Karnataka."
346,Jog Falls,Karnataka,Jog Falls Viewpoint,Viewpoint,30,30,1.5,4.5,"Viewpoint in Jog Falls, Karnataka."
347,Nandi Hills,Karnataka,Nandi Hills Community Museum,Museum,30,210,3.0,4.4,"Museum in Nandi Hills, Karnataka."
348,Nandi Hills,Karnataka,Nandi Hills Old Town,Heritage Site,40,320,2.5,5.0,"Heritage Site in Nandi Hills, Karnataka."
349,Bandipur,Karnataka,Bandipur Old Town,Heritage Site,50,500,3.0,4.3,"Heritage Site in Bandipur, Karnataka."
350,Bandipur,Karnataka,Bandipur Local Market,Market,30,30,1.5,3.5,"Market in Bandipur, Karnataka."
351,Kabini,Karnataka,Kabini Local Market,Market,30,30,1.0,4.0,"Market in Kabini, Karnataka."
352,Kabini,Karnataka,Kabini Heritage Walk,Heritage Site,100,900,0.5,4.0,"Heritage Site in Kabini, Karnataka."
353,Murudeshwar,Karnataka,Murudeshwar Community Museum,Museum,20,160,3.0,4.7,"Museum in Murudeshwar, Karnataka."
354,Bijapur,Karnataka,Bijapur Local Market,Market,20,20,3.0,4.6,"Market in Bijapur, Karnataka."
355,Hassan,Karnataka,Hassan Local Market,Market,0,0,0.5,4.4,"Market in Hassan, Karnataka."
356,Hassan,Karnataka,Hassan Old Town,Heritage Site,50,700,3.0,3.5,"Heritage Site in Hassan, Karnataka."
357,Agumbe,Karnataka,Agumbe Community Museum,Museum,20,140,2.5,4.3,"Museum in Agumbe, Karnataka."
358,Sringeri,Karnataka,Sringeri Community Museum,Museum,50,450,1.0,3.8,"Museum in Sringeri, Karnataka."
359,Dandeli,Karnataka,Dandeli Viewpoint,Viewpoint,0,0,2.0,4.3,"Viewpoint in Dandeli, Karnataka."
360,Dandeli,Karnataka,Dandeli Local Market,Market,20,20,1.5,4.0,"Market in Dandeli, Karnataka."
361,Bidar,Karnataka,Bidar Community Museum,Museum,50,450,0.5,3.9,"Museum in Bidar, Karnataka."
362,Bidar,Karnataka,Bidar Viewpoint,Viewpoint,20,20,1.5,4.8,"Viewpoint in Bidar, Karnataka."
363,Kudremukh,Karnataka,Kudremukh Community Museum,Museum,20,120,2.5,4.1,"Museum in Kudremukh, Karnataka."
364,Chennai,Tamil Nadu,Marina Beach,Beach,20,20,3.0,4.6,"Beach in Chennai, Tamil Nadu."
365,Chennai,Tamil Nadu,Kapaleeshwarar Temple,Temple,0,0,2.0,3.8,"Temple in Chennai, Tamil Nadu."
366,Ooty,Tamil Nadu,Ooty Lake,Lake,0,0,3.0,4.2,"Lake in Ooty, Tamil Nadu."
367,Ooty,Tamil Nadu,Botanical Garden Ooty,Park,0,0,2.5,4.3,"Park in Ooty, Tamil Nadu."
368,Kodaikanal,Tamil Nadu,Kodaikanal Lake,Lake,30,30,3.0,4.2,"Lake in Kodaikanal, Tamil Nadu."
369,Kodaikanal,Tamil Nadu,Coaker's Walk,Viewpoint,30,30,1.5,4.0,"Viewpoint in Kodaikanal, Tamil Nadu."
370,Madurai,Tamil Nadu,Meenakshi Amman Temple,Temple,0,0,2.0,3.7,"Temple in Madurai, Tamil Nadu."
371,Rameshwaram,Tamil Nadu,Ramanathaswamy Temple,Temple,0,0,0.5,4.7,"Temple in Rameshwaram, Tamil Nadu."
372,Kanyakumari,Tamil Nadu,Vivekananda Rock Memorial,Monument,50,450,0.5,4.5,"Monument in Kanyakumari, Tamil Nadu."
373,Kanyakumari,Tamil Nadu,Thiruvalluvar Statue,Monument,100,1100,0.5,3.8,"Monument in Kanyakumari, Tamil Nadu."
374,Mahabalipuram,Tamil Nadu,Shore Temple,Temple,0,0,0.5,4.3,"Temple in Mahabalipuram, Tamil Nadu."
375,Mahabalipuram,Tamil Nadu,Pancha Rathas,Heritage Site,30,420,2.0,3.8,"Heritage Site in Mahabalipuram, Tamil Nadu."
376,Coimbatore,Tamil Nadu,Coimbatore Old Town,Heritage Site,40,320,2.5,4.6,"Heritage Site in Coimbatore, Tamil Nadu."
377,Coimbatore,Tamil Nadu,Coimbatore Local Market,Market,0,0,0.5,4.4,"Market in Coimbatore, Tamil Nadu."
378,Yercaud,Tamil Nadu,Yercaud Local Market,Market,0,0,1.0,4.6,"Market in Yercaud, Tamil Nadu."
379,Yercaud,Tamil Nadu,Yercaud Community Museum,Museum,50,300,2.0,4.3,"Museum in Yercaud, Tamil Nadu."
380,Thanjavur,Tamil Nadu,Thanjavur Heritage Walk,Heritage Site,250,3000,1.5,4.0,"Heritage Site in Thanjavur, Tamil Nadu."
381,Trichy,Tamil Nadu,Trichy Local Market,Market,0,0,2.5,4.4,"Market in Trichy, Tamil Nadu."
382,Coonoor,Tamil Nadu,Coonoor Old Town,Heritage Site,100,1200,0.5,4.2,"Heritage Site in Coonoor, Tamil Nadu."
383,Kumbakonam,Tamil Nadu,Kumbakonam Heritage Walk,Heritage Site,100,900,1.0,4.2,"Heritage Site in Kumbakonam, Tamil Nadu."
384,Kumbakonam,Tamil Nadu,Kumbakonam Old Town,Heritage Site,100,1400,3.0,4.5,"Heritage Site in Kumbakonam, Tamil Nadu."
385,Chettinad,Tamil Nadu,Chettinad Viewpoint,Viewpoint,20,20,0.5,4.4,"Viewpoint in Chettinad, Tamil Nadu."
386,Chettinad,Tamil Nadu,Chettinad Community Museum,Museum,30,270,2.5,4.0,"Museum in Chettinad, Tamil Nadu."
387,Vellore,Tamil Nadu,Vellore Heritage Walk,Heritage Site,100,800,1.5,4.3,"Heritage Site in Vellore, Tamil Nadu."
388,Yelagiri,Tamil Nadu,Yelagiri Viewpoint,Viewpoint,0,0,3.0,4.8,"Viewpoint in Yelagiri, Tamil Nadu."
389,Yelagiri,Tamil Nadu,Yelagiri Community Museum,Museum,20,140,2.0,4.5,"Museum in Yelagiri, Tamil Nadu."
390,Hogenakkal,Tamil Nadu,Hogenakkal Heritage Walk,Heritage Site,100,1400,1.0,4.1,"Heritage Site in Hogenakkal, Tamil Nadu."
391,Pichavaram,Tamil Nadu,Pichavaram Viewpoint,Viewpoint,0,0,0.5,3.7,"Viewpoint in Pichavaram, Tamil Nadu."
392,Pichavaram,Tamil Nadu,Pichavaram Heritage Walk,Heritage Site,30,420,2.0,4.2,"Heritage Site in Pichavaram, Tamil Nadu."
393,Kanchipuram,Tamil Nadu,Kanchipuram Heritage Walk,Heritage Site,100,800,3.0,4.3,"Heritage Site in Kanchipuram, Tamil Nadu."
394,Kanchipuram,Tamil Nadu,Kanchipuram Viewpoint,Viewpoint,0,0,1.0,4.0,"Viewpoint in Kanchipuram, Tamil Nadu."
395,Velankanni,Tamil Nadu,Velankanni Viewpoint,Viewpoint,0,0,2.5,4.0,"Viewpoint in Velankanni, Tamil Nadu."
396,Dhanushkodi,Tamil Nadu,Dhanushkodi Local Market,Market,30,30,1.5,4.7,"Market in Dhanushkodi, Tamil Nadu."
397,Dhanushkodi,Tamil Nadu,Dhanushkodi Community Museum,Museum,30,240,0.5,4.4,"Museum in Dhanushkodi, Tamil Nadu."
398,Puducherry,Puducherry,Sri Aurobindo Ashram,Heritage Site,250,3250,2.0,4.1,"Heritage Site in Puducherry, Puducherry."
399,Puducherry,Puducherry,Promenade Beach,Beach,0,0,1.5,4.4,"Beach in Puducherry, Puducherry."
400,Auroville,Puducherry,Auroville Heritage Walk,Heritage Site,40,440,0.5,3.7,"Heritage Site in Auroville, Puducherry."
401,Auroville,Puducherry,Auroville Old Town,Heritage Site,40,400,2.5,4.9,"Heritage Site in Auroville, Puducherry."
402,Visakhapatnam,Andhra Pradesh,Visakhapatnam Local Market,Market,20,20,0.5,4.2,"Market in Visakhapatnam, Andhra Pradesh."
403,Visakhapatnam,Andhra Pradesh,Visakhapatnam Old Town,Heritage Site,30,420,2.0,3.8,"Heritage Site in Visakhapatnam, Andhra Pradesh."
404,Araku Valley,Andhra Pradesh,Araku Valley Old Town,Heritage Site,50,450,1.0,4.7,"Heritage Site in Araku Valley, Andhra Pradesh."
405,Vijayawada,Andhra Pradesh,Vijayawada Local Market,Market,30,30,1.0,3.5,"Market in Vijayawada, Andhra Pradesh."
406,Tirupati,Andhra Pradesh,Tirumala Venkateswara Temple,Temple,0,0,1.0,4.0,"Temple in Tirupati, Andhra Pradesh."
407,Lepakshi,Andhra Pradesh,Lepakshi Community Museum,Museum,50,350,2.5,4.7,"Museum in Lepakshi, Andhra Pradesh."
408,Lepakshi,Andhra Pradesh,Lepakshi Old Town,Heritage Site,100,900,2.0,4.9,"Heritage Site in Lepakshi, Andhra Pradesh."
409,Srisailam,Andhra Pradesh,Srisailam Community Museum,Museum,20,160,1.5,4.8,"Museum in Srisailam, Andhra Pradesh."
410,Srisailam,Andhra Pradesh,Srisailam Viewpoint,Viewpoint,0,0,3.0,4.0,"Viewpoint in Srisailam, Andhra Pradesh."
411,Amaravati,Andhra Pradesh,Amaravati Local Market,Market,0,0,3.0,4.4,"Market in Amaravati, Andhra Pradesh."
412,Amaravati,Andhra Pradesh,Amaravati Old Town,Heritage Site,100,800,1.0,3.4,"Heritage Site in Amaravati, Andhra Pradesh."
413,Hyderabad,Telangana,Charminar,Monument,250,3500,0.5,4.4,"Monument in Hyderabad, Telangana."
414,Hyderabad,Telangana,Golconda Fort,Fort,250,3000,1.0,3.7,"Fort in Hyderabad, Telangana."
415,Hyderabad,Telangana,Ramoji Film City,Theme Park,1200,1200,3.0,4.0,"Theme Park in Hyderabad, Telangana."
416,Warangal,Telangana,Warangal Community Museum,Museum,20,160,1.0,4.4,"Museum in Warangal, Telangana."
417,Warangal,Telangana,Warangal Local Market,Market,30,30,1.0,4.3,"Market in Warangal, Telangana."
418,Nagarjuna Sagar,Telangana,Nagarjuna Sagar Old Town,Heritage Site,30,420,0.5,4.2,"Heritage Site in Nagarjuna Sagar, Telangana."
419,Nagarjuna Sagar,Telangana,Nagarjuna Sagar Local Market,Market,30,30,2.0,4.2,"Market in Nagarjuna Sagar, Telangana."
420,Bhongir,Telangana,Bhongir Community Museum,Museum,50,450,2.5,4.5,"Museum in Bhongir, Telangana."
421,Khammam,Telangana,Khammam Heritage Walk,Heritage Site,250,3000,0.5,4.7,"Heritage Site in Khammam, Telangana."
422,Khammam,Telangana,Khammam Community Museum,Museum,20,160,2.5,4.7,"Museum in Khammam, Telangana."
423,Nizamabad,Telangana,Nizamabad Viewpoint,Viewpoint,0,0,0.5,3.8,"Viewpoint in Nizamabad, Telangana."
424,Nizamabad,Telangana,Nizamabad Heritage Walk,Heritage Site,250,2750,2.0,4.4,"Heritage Site in Nizamabad, Telangana."
