destination_id,name,state,region,category,best_months,avg_summer_temp_c,avg_winter_temp_c,ideal_days,popularity_score,avg_daily_budget_inr,latitude,longitude,description
164,Matheran,Maharashtra,West,Hill Station,"Mar-Jun, Sep-Nov",20,5,3,3,1963,18.0521,76.907,"Hill Station destination in Maharashtra, known for its hill station appeal."
165,Khandala,Maharashtra,West,Hill Station,"Mar-Jun, Sep-Nov",15,7,4,5,2342,16.1782,78.9992,"Hill Station destination in Maharashtra, known for its hill station appeal."
166,Shirdi,Maharashtra,West,Pilgrimage,Oct-Mar,36,24,3,6,2664,17.5016,77.3012,"Pilgrimage destination in Maharashtra, known for its pilgrimage appeal."
167,Kolhapur,Maharashtra,West,Heritage,Oct-Mar,33,20,3,7,2736,17.3274,77.0807,"Heritage destination in Maharashtra, known for its heritage appeal."
168,Panchgani,Maharashtra,West,Hill Station,"Mar-Jun, Sep-Nov",16,-2,5,3,2010,19.4198,75.3742,"Hill Station destination in Maharashtra, known for its hill station appeal."
169,Tadoba,Maharashtra,West,Wildlife,"Nov-Jun (parks often shut Jul-Sep, monsoon)",31,13,2,3,1672,18.2419,78.4509,"Wildlife destination in Maharashtra, known for its wildlife appeal."
170,Lavasa,Maharashtra,West,Hill Station,"Mar-Jun, Sep-Nov",21,5,3,5,2835,20.7163,78.366,"Hill Station destination in Maharashtra, known for its hill station appeal."
171,Ratnagiri,Maharashtra,West,Beach,Oct-Mar,29,24,4,7,3136,21.4708,73.7356,"Beach destination in Maharashtra, known for its beach appeal."
172,Ganpatipule,Maharashtra,West,Beach,Oct-Mar,29,21,4,3,2060,19.0682,79.8455,"Beach destination in Maharashtra, known for its beach appeal."
173,Igatpuri,Maharashtra,West,Hill Station,"Mar-Jun, Sep-Nov",21,0,3,7,3344,21.0349,74.6722,"Hill Station destination in Maharashtra, known for its hill station appeal."
174,Nagpur,Maharashtra,West,Urban,Oct-Mar,40,24,3,3,1983,15.8523,78.4563,"Urban destination in Maharashtra, known for its urban appeal."
175,Bhandardara,Maharashtra,West,Hill Station,"Mar-Jun, Sep-Nov",20,-4,5,4,2346,21.4591,72.8818,"Hill Station destination in Maharashtra, known for its hill station appeal."
176,Karjat,Maharashtra,West,Adventure,"Apr-Jun, Sep-Nov",12,-4,4,5,3170,21.8148,80.4374,"Adventure destination in Maharashtra, known for its adventure appeal."
177,Amboli,Maharashtra,West,Hill Station,"Mar-Jun, Sep-Nov",15,9,5,5,2447,20.9051,72.9072,"Hill Station destination in Maharashtra, known for its hill station appeal."
178,Chiplun,Maharashtra,West,Heritage,Oct-Mar,39,16,1,4,2230,18.9937,76.2606,"Heritage destination in Maharashtra, known for its heritage appeal."
179,Sindhudurg,Maharashtra,West,Beach,Oct-Mar,31,27,4,3,2301,19.8346,78.7242,"Beach destination in Maharashtra, known for its beach appeal."
180,Calangute,Goa,West,Beach,Oct-Mar,28,25,3,9,3886,14.922,74.2221,"Beach destination in Goa, known for its beach appeal."
181,Baga,Goa,West,Beach,Oct-Mar,30,27,2,6,3136,15.7393,73.742,"Beach destination in Goa, known for its beach appeal."
182,Anjuna,Goa,West,Beach,Oct-Mar,31,25,3,6,3154,15.3319,74.0765,"Beach destination in Goa, known for its beach appeal."
183,Palolem,Goa,West,Beach,Oct-Mar,31,27,2,7,3137,15.2027,74.0135,"Beach destination in Goa, known for its beach appeal."
184,Candolim,Goa,West,Beach,Oct-Mar,28,26,2,5,2896,15.1673,74.2117,"Beach destination in Goa, known for its beach appeal."
185,Panaji,Goa,West,Urban,Oct-Mar,33,18,2,3,1965,14.9406,73.7657,"Urban destination in Goa, known for its urban appeal."
186,Old Goa,Goa,West,Heritage,Oct-Mar,40,21,3,4,2178,15.1331,74.0531,"Heritage destination in Goa, known for its heritage appeal."
187,Colva,Goa,West,Beach,Oct-Mar,30,26,2,4,2340,15.7921,73.839,"Beach destination in Goa, known for its beach appeal."
188,Arambol,Goa,West,Beach,Oct-Mar,31,25,4,7,3929,15.0083,73.7282,"Beach destination in Goa, known for its beach appeal."
189,Vagator,Goa,West,Beach,Oct-Mar,28,22,2,3,2587,15.6436,74.1805,"Beach destination in Goa, known for its beach appeal."
190,Dona Paula,Goa,West,Beach,Oct-Mar,28,21,4,6,3732,15.0565,73.9377,"Beach destination in Goa, known for its beach appeal."
191,Morjim,Goa,West,Beach,Oct-Mar,29,22,3,3,2038,15.6342,73.8347,"Beach destination in Goa, known for its beach appeal."
192,Agonda,Goa,West,Beach,Oct-Mar,32,27,2,3,2544,15.6741,73.9745,"Beach destination in Goa, known for its beach appeal."
193,Benaulim,Goa,West,Beach,Oct-Mar,30,23,2,3,1964,15.667,73.7213,"Beach destination in Goa, known for its beach appeal."
194,Chapora,Goa,West,Beach,Oct-Mar,28,25,4,5,2733,15.1274,73.703,"Beach destination in Goa, known for its beach appeal."
195,Khajuraho,Madhya Pradesh,Central,Heritage,Oct-Mar,37,11,2,7,2404,22.3771,80.0127,"Heritage destination in Madhya Pradesh, known for its heritage appeal."
196,Bhopal,Madhya Pradesh,Central,Urban,Oct-Mar,39,7,3,7,2733,24.536,81.2572,"Urban destination in Madhya Pradesh, known for its urban appeal."
197,Pachmarhi,Madhya Pradesh,Central,Hill Station,"Mar-Jun, Sep-Nov",21,3,4,5,2870,25.3567,78.5871,"Hill Station destination in Madhya Pradesh, known for its hill station appeal."
198,Kanha,Madhya Pradesh,Central,Wildlife,"Nov-Jun (parks often shut Jul-Sep, monsoon)",37,9,2,5,2020,23.0373,76.1005,"Wildlife destination in Madhya Pradesh, known for its wildlife appeal."
199,Bandhavgarh,Madhya Pradesh,Central,Wildlife,"Nov-Jun (parks often shut Jul-Sep, monsoon)",34,18,3,5,2420,22.0199,81.7517,"Wildlife destination in Madhya Pradesh, known for its wildlife appeal."
200,Ujjain,Madhya Pradesh,Central,Pilgrimage,Oct-Mar,36,15,3,4,1777,23.0437,80.5429,"Pilgrimage destination in Madhya Pradesh, known for its pilgrimage appeal."
201,Gwalior,Madhya Pradesh,Central,Heritage,Oct-Mar,41,8,2,7,2756,21.137,76.5259,"Heritage destination in Madhya Pradesh, known for its heritage appeal."
202,Orchha,Madhya Pradesh,Central,Heritage,Oct-Mar,40,17,1,3,1819,22.6069,79.5793,"Heritage destination in Madhya Pradesh, known for its heritage appeal."
203,Indore,Madhya Pradesh,Central,Urban,Oct-Mar,42,9,3,5,2426,24.2393,82.4743,"Urban destination in Madhya Pradesh, known for its urban appeal."
204,Omkareshwar,Madhya Pradesh,Central,Pilgrimage,Oct-Mar,41,11,1,6,2255,25.571,82.3362,"Pilgrimage destination in Madhya Pradesh, known for its pilgrimage appeal."
205,Mandu,Madhya Pradesh,Central,Heritage,Oct-Mar,42,7,2,3,1793,23.1061,79.4641,"Heritage destination in Madhya Pradesh, known for its heritage appeal."
206,Panna,Madhya Pradesh,Central,Wildlife,"Nov-Jun (parks often shut Jul-Sep, monsoon)",31,10,3,7,2705,24.8559,79.2307,"Wildlife destination in Madhya Pradesh, known for its wildlife appeal."
207,Amarkantak,Madhya Pradesh,Central,Pilgrimage,Oct-Mar,38,13,1,5,2467,23.2566,81.2053,"Pilgrimage destination in Madhya Pradesh, known for its pilgrimage appeal."
208,Bhedaghat,Madhya Pradesh,Central,Adventure,"Apr-Jun, Sep-Nov",18,-1,6,4,2244,23.8175,82.3099,"Adventure destination in Madhya Pradesh, known for its adventure appeal."
209,Maheshwar,Madhya Pradesh,Central,Heritage,Oct-Mar,37,15,3,7,2909,22.3805,74.725,"Heritage destination in Madhya Pradesh, known for its heritage appeal."
210,Chitrakote Falls,Chhattisgarh,Central,Adventure,"Apr-Jun, Sep-Nov",21,-7,5,5,2621,23.7904,80.8344,"Adventure destination in Chhattisgarh, known for its adventure appeal."
211,Jagdalpur,Chhattisgarh,Central,Heritage,Oct-Mar,38,11,3,7,2864,20.3048,81.3517,"Heritage destination in Chhattisgarh, known for its heritage appeal."
212,Raipur,Chhattisgarh,Central,Urban,Oct-Mar,37,17,2,4,2236,19.2487,81.095,"Urban destination in Chhattisgarh, known for its urban appeal."
213,Kanger Valley,Chhattisgarh,Central,Wildlife,"Nov-Jun (parks often shut Jul-Sep, monsoon)",30,17,3,6,2547,20.7707,82.4816,"Wildlife destination in Chhattisgarh, known for its wildlife appeal."
214,Bilaspur,Chhattisgarh,Central,Heritage,Oct-Mar,38,15,1,7,2978,22.6568,83.7481,"Heritage destination in Chhattisgarh, known for its heritage appeal."
215,Sirpur,Chhattisgarh,Central,Heritage,Oct-Mar,38,13,3,7,2445,18.0049,84.0676,"Heritage destination in Chhattisgarh, known for its heritage appeal."
216,Bangalore,Karnataka,South,Urban,Nov-Feb,30,23,3,8,2983,12.4094,74.6633,"Urban destination in Karnataka, known for its urban appeal."
217,Mysore,Karnataka,South,Heritage,Nov-Feb,31,23,1,7,2523,12.7097,77.0318,"Heritage destination in Karnataka, known for its heritage appeal."
218,Madikeri,Karnataka,South,Hill Station,"Mar-Jun, Sep-Nov",18,0,4,5,2963,12.6321,76.1907,"Hill Station destination in Karnataka, known for its hill station appeal."
219,Hampi,Karnataka,South,Heritage,Nov-Feb,33,21,2,8,3090,13.6125,77.2274,"Heritage destination in Karnataka, known for its heritage appeal."
220,Chikmagalur,Karnataka,South,Hill Station,"Mar-Jun, Sep-Nov",14,7,4,3,1734,14.9155,74.5722,"Hill Station destination in Karnataka, known for its hill station appeal."
221,Gokarna,Karnataka,South,Beach,Oct-Mar,28,24,2,6,3447,15.4616,74.144,"Beach destination in Karnataka, known for its beach appeal."
222,Udupi,Karnataka,South,Pilgrimage,Nov-Feb,31,20,2,3,1533,14.0193,74.2494,"Pilgrimage destination in Karnataka, known for its pilgrimage appeal."
223,Badami,Karnataka,South,Heritage,Nov-Feb,31,21,2,4,2286,12.9859,77.2194,"Heritage destination in Karnataka, known for its heritage appeal."
224,Belur,Karnataka,South,Heritage,Nov-Feb,34,21,2,6,2203,15.9914,77.2791,"Heritage destination in Karnataka, known for its heritage appeal."
225,Halebidu,Karnataka,South,Heritage,Nov-Feb,33,20,2,3,1514,15.3349,77.2908,"Heritage destination in Karnataka, known for its heritage appeal."
226,Jog Falls,Karnataka,South,Adventure,"Apr-Jun, Sep-Nov",15,-3,5,6,3407,13.9422,77.7667,"Adventure destination in Karnataka, known for its adventure appeal."
227,Nandi Hills,Karnataka,South,Hill Station,"Mar-Jun, Sep-Nov",20,6,4,4,2495,14.9182,74.2834,"Hill Station destination in Karnataka, known for its hill station appeal."
228,Bandipur,Karnataka,South,Wildlife,"Nov-Jun (parks often shut Jul-Sep, monsoon)",31,14,3,6,2244,17.6153,75.0865,"Wildlife destination in Karnataka, known for its wildlife appeal."
229,Kabini,Karnataka,South,Wildlife,"Nov-Jun (parks often shut Jul-Sep, monsoon)",36,12,2,7,2989,16.1451,76.3419,"Wildlife destination in Karnataka, known for its wildlife appeal."
230,Murudeshwar,Karnataka,South,Pilgrimage,Nov-Feb,29,25,2,5,2066,18.4747,78.4866,"Pilgrimage destination in Karnataka, known for its pilgrimage appeal."
231,Bijapur,Karnataka,South,Heritage,Nov-Feb,30,23,2,5,2371,12.0982,74.2379,"Heritage destination in Karnataka, known for its heritage appeal."
232,Hassan,Karnataka,South,Heritage,Nov-Feb,28,26,1,7,2937,16.7247,76.0147,"Heritage destination in Karnataka, known for its heritage appeal."
233,Agumbe,Karnataka,South,Hill Station,"Mar-Jun, Sep-Nov",17,7,4,6,2879,15.3488,76.413,"Hill Station destination in Karnataka, known for its hill station appeal."
234,Sringeri,Karnataka,South,Pilgrimage,Nov-Feb,28,23,2,7,2663,15.7827,76.7898,"Pilgrimage destination in Karnataka, known for its pilgrimage appeal."
235,Dandeli,Karnataka,South,Adventure,"Apr-Jun, Sep-Nov",11,-5,6,4,2869,13.5586,75.7162,"Adventure destination in Karnataka, known for its adventure appeal."
236,Bidar,Karnataka,South,Heritage,Nov-Feb,30,24,2,7,2942,12.5078,77.3212,"Heritage destination in Karnataka, known for its heritage appeal."
237,Kudremukh,Karnataka,South,Hill Station,"Mar-Jun, Sep-Nov",20,5,4,4,2079,17.4953,76.3153,"Hill Station destination in Karnataka, known for its hill station appeal."
238,Chennai,Tamil Nadu,South,Urban,Nov-Feb,33,25,2,8,3083,11.2288,78.9167,"Urban destination in Tamil Nadu, known for its urban appeal."
239,Ooty,Tamil Nadu,South,Hill Station,"Mar-Jun, Sep-Nov",20,1,3,8,3255,10.2548,79.7177,"Hill Station destination in Tamil Nadu, known for its hill station appeal."
240,Kodaikanal,Tamil Nadu,South,Hill Station,"Mar-Jun, Sep-Nov",18,-4,3,8,3402,9.3747,76.5013,"Hill Station destination in Tamil Nadu, known for its hill station appeal."
241,Madurai,Tamil Nadu,South,Pilgrimage,Nov-Feb,33,21,1,7,2889,8.8871,78.0427,"Pilgrimage destination in Tamil Nadu, known for its pilgrimage appeal."
242,Rameshwaram,Tamil Nadu,South,Pilgrimage,Nov-Feb,35,22,1,6,2250,9.0051,76.3504,"Pilgrimage destination in Tamil Nadu, known for its pilgrimage appeal."
243,Kanyakumari,Tamil Nadu,South,Beach,Oct-Mar,32,27,2,9,4192,12.6585,79.5032,"Beach destination in Tamil Nadu, known for its beach appeal."
244,Mahabalipuram,Tamil Nadu,South,Heritage,Nov-Feb,31,26,3,6,2529,8.2846,80.2454,"Heritage destination in Tamil Nadu, known for its heritage appeal."
245,Coimbatore,Tamil Nadu,South,Urban,Nov-Feb,28,26,2,6,2163,11.556,77.1213,"Urban destination in Tamil Nadu, known for its urban appeal."
246,Yercaud,Tamil Nadu,South,Hill Station,"Mar-Jun, Sep-Nov",18,0,5,7,2786,11.2572,79.0217,"Hill Station destination in Tamil Nadu, known for its hill station appeal."
247,Thanjavur,Tamil Nadu,South,Heritage,Nov-Feb,31,24,2,5,1915,13.2398,78.8204,"Heritage destination in Tamil Nadu, known for its heritage appeal."
248,Trichy,Tamil Nadu,South,Heritage,Nov-Feb,28,26,3,5,2242,11.7011,76.7726,"Heritage destination in Tamil Nadu, known for its heritage appeal."
249,Coonoor,Tamil Nadu,South,Hill Station,"Mar-Jun, Sep-Nov",17,-3,4,6,3024,13.3375,76.585,"Hill Station destination in Tamil Nadu, known for its hill station appeal."
250,Kumbakonam,Tamil Nadu,South,Pilgrimage,Nov-Feb,35,24,2,7,3132,9.4787,78.9127,"Pilgrimage destination in Tamil Nadu, known for its pilgrimage appeal."
251,Chettinad,Tamil Nadu,South,Heritage,Nov-Feb,34,21,3,4,1710,9.4184,79.6066,"Heritage destination in Tamil Nadu, known for its heritage appeal."
252,Vellore,Tamil Nadu,South,Pilgrimage,Nov-Feb,34,20,3,3,1849,11.7532,77.0843,"Pilgrimage destination in Tamil Nadu, known for its pilgrimage appeal."
253,Yelagiri,Tamil Nadu,South,Hill Station,"Mar-Jun, Sep-Nov",18,0,3,4,2195,8.9602,78.6803,"Hill Station destination in Tamil Nadu, known for its hill station appeal."
254,Hogenakkal,Tamil Nadu,South,Adventure,"Apr-Jun, Sep-Nov",16,-10,4,3,2430,12.3249,78.5248,"Adventure destination in Tamil Nadu, known for its adventure appeal."
255,Pichavaram,Tamil Nadu,South,Backwaters,Sep-Mar,27,24,3,7,3562,13.0986,77.9965,"Backwaters destination in Tamil Nadu, known for its backwaters appeal."
256,Kanchipuram,Tamil Nadu,South,Pilgrimage,Nov-Feb,29,21,1,3,1654,12.7921,77.7403,"Pilgrimage destination in Tamil Nadu, known for its pilgrimage appeal."
257,Velankanni,Tamil Nadu,South,Pilgrimage,Nov-Feb,33,25,3,3,1659,11.5031,78.7003,"Pilgrimage destination in Tamil Nadu, known for its pilgrimage appeal."
258,Dhanushkodi,Tamil Nadu,South,Beach,Oct-Mar,32,23,2,3,2340,11.0467,78.0221,"Beach destination in Tamil Nadu, known for its beach appeal."
259,Puducherry,Puducherry,South,Beach,Oct-Mar,29,23,4,9,4438,11.9619,79.7927,"Beach destination in Puducherry, known for its beach appeal."
260,Auroville,Puducherry,South,Heritage,Nov-Feb,30,24,2,4,1987,11.9026,79.7682,"Heritage destination in Puducherry, known for its heritage appeal."
261,Visakhapatnam,Andhra Pradesh,South,Beach,Oct-Mar,31,25,3,7,3302,16.0799,80.076,"Beach destination in Andhra Pradesh, known for its beach appeal."
262,Araku Valley,Andhra Pradesh,South,Hill Station,"Mar-Jun, Sep-Nov",20,1,4,4,2448,16.405,83.4147,"Hill Station destination in Andhra Pradesh, known for its hill station appeal."
263,Vijayawada,Andhra Pradesh,South,Pilgrimage,Nov-Feb,30,26,3,7,3078,14.3774,84.2309,"Pilgrimage destination in Andhra Pradesh, known for its pilgrimage appeal."
264,Tirupati,Andhra Pradesh,South,Pilgrimage,Nov-Feb,34,23,1,7,2627,13.3404,80.7898,"Pilgrimage destination in Andhra Pradesh, known for its pilgrimage appeal."
265,Lepakshi,Andhra Pradesh,South,Heritage,Nov-Feb,35,24,2,5,2539,16.4855,81.5313,"Heritage destination in Andhra Pradesh, known for its heritage appeal."
266,Srisailam,Andhra Pradesh,South,Pilgrimage,Nov-Feb,29,23,2,4,1939,19.7301,83.4208,"Pilgrimage destination in Andhra Pradesh, known for its pilgrimage appeal."
267,Amaravati,Andhra Pradesh,South,Heritage,Nov-Feb,33,22,3,6,2261,16.4337,82.5306,"Heritage destination in Andhra Pradesh, known for its heritage appeal."
268,Hyderabad,Telangana,South,Heritage,Nov-Feb,35,20,2,6,2317,19.748,79.1825,"Heritage destination in Telangana, known for its heritage appeal."
269,Warangal,Telangana,South,Heritage,Nov-Feb,34,25,1,6,2157,18.3959,81.1008,"Heritage destination in Telangana, known for its heritage appeal."
270,Nagarjuna Sagar,Telangana,South,Adventure,"Apr-Jun, Sep-Nov",14,-5,5,7,3833,16.7351,78.0694,"Adventure destination in Telangana, known for its adventure appeal."
271,Bhongir,Telangana,South,Heritage,Nov-Feb,29,21,1,7,3084,18.9568,79.4822,"Heritage destination in Telangana, known for its heritage appeal."
272,Khammam,Telangana,South,Heritage,Nov-Feb,30,24,2,5,2487,18.5528,80.5191,"Heritage destination in Telangana, known for its heritage appeal."
273,Nizamabad,Telangana,South,Heritage,Nov-Feb,30,23,2,3,1710,16.4272,78.1645,"Heritage destination in Telangana, known for its heritage appeal."
274,Adilabad,Telangana,South,Wildlife,"Nov-Jun (parks often shut Jul-Sep, monsoon)",31,9,2,7,2416,15.8969,79.8321,"Wildlife destination in Telangana, known for its wildlife appeal."
275,Kolkata,West Bengal,East,Urban,Oct-Mar,33,17,4,7,2549,25.1025,86.0397,"Urban destination in West Bengal, known for its urban appeal."
276,Darjeeling,West Bengal,East,Hill Station,"Mar-Jun, Sep-Nov",22,-3,5,8,3651,23.8046,87.5556,"Hill Station destination in West Bengal, known for its hill station appeal."
277,Kalimpong,West Bengal,East,Hill Station,"Mar-Jun, Sep-Nov",20,4,3,5,2968,22.2318,86.2268,"Hill Station destination in West Bengal, known for its hill station appeal."
278,Sundarbans,West Bengal,East,Wildlife,"Nov-Jun (parks often shut Jul-Sep, monsoon)",35,18,3,7,2403,21.9883,89.4662,"Wildlife destination in West Bengal, known for its wildlife appeal."
279,Digha,West Bengal,East,Beach,Oct-Mar,30,21,2,5,2787,25.0178,87.6139,"Beach destination in West Bengal, known for its beach appeal."
280,Shantiniketan,West Bengal,East,Heritage,Oct-Mar,33,12,1,6,2300,24.5781,89.4083,"Heritage destination in West Bengal, known for its heritage appeal."
281,Mirik,West Bengal,East,Hill Station,"Mar-Jun, Sep-Nov",15,-2,4,6,2723,23.3981,88.5449,"Hill Station destination in West Bengal, known for its hill station appeal."
282,Murshidabad,West Bengal,East,Heritage,Oct-Mar,36,12,2,3,2010,24.0442,87.1676,"Heritage destination in West Bengal, known for its heritage appeal."
283,Siliguri,West Bengal,East,Urban,Oct-Mar,35,14,2,7,2861,25.8026,86.499,"Urban destination in West Bengal, known for its urban appeal."
284,Kurseong,West Bengal,East,Hill Station,"Mar-Jun, Sep-Nov",23,9,4,3,2206,21.507,87.0335,"Hill Station destination in West Bengal, known for its hill station appeal."
285,Bakkhali,West Bengal,East,Beach,Oct-Mar,31,23,3,7,3167,27.0527,85.8821,"Beach destination in West Bengal, known for its beach appeal."
286,Jaldapara,West Bengal,East,Wildlife,"Nov-Jun (parks often shut Jul-Sep, monsoon)",33,16,3,6,2307,25.3279,86.181,"Wildlife destination in West Bengal, known for its wildlife appeal."
287,Lataguri,West Bengal,East,Wildlife,"Nov-Jun (parks often shut Jul-Sep, monsoon)",35,10,3,3,1806,24.389,86.4531,"Wildlife destination in West Bengal, known for its wildlife appeal."
288,Gangtok,Sikkim,Northeast,Hill Station,"Mar-Jun, Sep-Nov",17,-4,5,7,3012,27.419,88.3117,"Hill Station destination in Sikkim, known for its hill station appeal."
289,Pelling,Sikkim,Northeast,Hill Station,"Mar-Jun, Sep-Nov",22,4,3,5,2840,27.3077,88.8481,"Hill Station destination in Sikkim, known for its hill station appeal."
290,Lachung,Sikkim,Northeast,Adventure,"Apr-Jun, Sep-Nov",9,-4,5,5,3054,27.632,88.5099,"Adventure destination in Sikkim, known for its adventure appeal."
291,Lachen,Sikkim,Northeast,Adventure,"Apr-Jun, Sep-Nov",11,-1,7,3,1935,27.8992,88.3426,"Adventure destination in Sikkim, known for its adventure appeal."
292,Yumthang Valley,Sikkim,Northeast,Adventure,"Apr-Jun, Sep-Nov",15,-1,5,5,3057,27.3351,88.0728,"Adventure destination in Sikkim, known for its adventure appeal."
293,Namchi,Sikkim,Northeast,Pilgrimage,Oct-Apr,28,9,2,5,2381,27.3807,88.878,"Pilgrimage destination in Sikkim, known for its pilgrimage appeal."
294,Ravangla,Sikkim,Northeast,Hill Station,"Mar-Jun, Sep-Nov",23,4,4,3,2000,27.3451,88.5457,"Hill Station destination in Sikkim, known for its hill station appeal."
295,Zuluk,Sikkim,Northeast,Adventure,"Apr-Jun, Sep-Nov",8,3,7,7,3249,28.0481,88.7427,"Adventure destination in Sikkim, known for its adventure appeal."
296,Tsomgo Lake,Sikkim,Northeast,Adventure,"Apr-Jun, Sep-Nov",20,-6,5,7,2948,27.1487,88.8668,"Adventure destination in Sikkim, known for its adventure appeal."
297,Puri,Odisha,East,Pilgrimage,Oct-Mar,33,14,2,6,2204,20.876,82.7178,"Pilgrimage destination in Odisha, known for its pilgrimage appeal."
298,Konark,Odisha,East,Heritage,Oct-Mar,35,12,3,5,2173,20.5093,82.5699,"Heritage destination in Odisha, known for its heritage appeal."
299,Bhubaneswar,Odisha,East,Heritage,Oct-Mar,30,12,2,5,2421,20.7736,83.2139,"Heritage destination in Odisha, known for its heritage appeal."
300,Chilika Lake,Odisha,East,Wildlife,"Nov-Jun (parks often shut Jul-Sep, monsoon)",36,11,2,5,1962,21.5569,83.0189,"Wildlife destination in Odisha, known for its wildlife appeal."
301,Gopalpur,Odisha,East,Beach,Oct-Mar,31,21,4,3,2092,18.8599,82.4599,"Beach destination in Odisha, known for its beach appeal."
302,Similipal,Odisha,East,Wildlife,"Nov-Jun (parks often shut Jul-Sep, monsoon)",33,14,2,4,1778,22.0557,84.1437,"Wildlife destination in Odisha, known for its wildlife appeal."
303,Bhitarkanika,Odisha,East,Wildlife,"Nov-Jun (parks often shut Jul-Sep, monsoon)",32,15,2,6,2486,18.6491,83.7612,"Wildlife destination in Odisha, known for its wildlife appeal."
304,Daringbadi,Odisha,East,Hill Station,"Mar-Jun, Sep-Nov",18,9,5,4,2047,19.8092,86.2211,"Hill Station destination in Odisha, known for its hill station appeal."
305,Bodh Gaya,Bihar,East,Pilgrimage,Oct-Mar,34,17,2,7,2515,24.3388,84.4578,"Pilgrimage destination in Bihar, known for its pilgrimage appeal."
306,Patna,Bihar,East,Urban,Oct-Mar,34,15,3,7,3129,25.8611,83.8267,"Urban destination in Bihar, known for its urban appeal."
307,Nalanda,Bihar,East,Heritage,Oct-Mar,33,15,3,7,2740,24.7802,84.8584,"Heritage destination in Bihar, known for its heritage appeal."
308,Rajgir,Bihar,East,Pilgrimage,Oct-Mar,33,12,3,3,1809,27.0506,85.1835,"Pilgrimage destination in Bihar, known for its pilgrimage appeal."
309,Vaishali,Bihar,East,Heritage,Oct-Mar,31,11,1,3,1833,27.3171,87.1826,"Heritage destination in Bihar, known for its heritage appeal."
310,Gaya,Bihar,East,Pilgrimage,Oct-Mar,34,11,2,4,1723,27.1856,85.5151,"Pilgrimage destination in Bihar, known for its pilgrimage appeal."
311,Munger,Bihar,East,Heritage,Oct-Mar,32,17,2,5,2216,25.0263,87.5691,"Heritage destination in Bihar, known for its heritage appeal."
312,Bhagalpur,Bihar,East,Heritage,Oct-Mar,36,18,1,5,1983,27.4625,85.4277,"Heritage destination in Bihar, known for its heritage appeal."
313,Sasaram,Bihar,East,Heritage,Oct-Mar,34,18,1,5,2357,26.8668,83.8058,"Heritage destination in Bihar, known for its heritage appeal."
314,Ranchi,Jharkhand,East,Urban,Oct-Mar,30,15,2,4,1977,25.2714,87.4742,"Urban destination in Jharkhand, known for its urban appeal."
315,Netarhat,Jharkhand,East,Hill Station,"Mar-Jun, Sep-Nov",16,2,5,6,2749,23.3012,85.6633,"Hill Station destination in Jharkhand, known for its hill station appeal."
316,Deoghar,Jharkhand,East,Pilgrimage,Oct-Mar,35,18,2,6,2799,24.5604,84.2797,"Pilgrimage destination in Jharkhand, known for its pilgrimage appeal."
317,Jamshedpur,Jharkhand,East,Urban,Oct-Mar,30,12,4,4,1706,22.7684,84.4211,"Urban destination in Jharkhand, known for its urban appeal."
318,Guwahati,Assam,Northeast,Urban,Oct-Apr,24,15,2,4,1986,27.5041,91.73,"Urban destination in Assam, known for its urban appeal."
319,Kaziranga,Assam,Northeast,Wildlife,"Nov-Jun (parks often shut Jul-Sep, monsoon)",33,16,3,7,2738,27.5971,92.9808,"Wildlife destination in Assam, known for its wildlife appeal."
320,Majuli,Assam,Northeast,Heritage,Oct-Apr,27,8,3,4,1902,27.6267,91.1151,"Heritage destination in Assam, known for its heritage appeal."
321,Dibrugarh,Assam,Northeast,Urban,Oct-Apr,24,14,4,6,2416,24.722,91.4249,"Urban destination in Assam, known for its urban appeal."
322,Sivasagar,Assam,Northeast,Heritage,Oct-Apr,27,11,3,3,1826,25.1864,94.8405,"Heritage destination in Assam, known for its heritage appeal."
323,Jorhat,Assam,Northeast,Urban,Oct-Apr,24,15,4,4,2081,24.94,95.8639,"Urban destination in Assam, known for its urban appeal."
324,Tezpur,Assam,Northeast,Heritage,Oct-Apr,29,14,2,6,2165,25.3162,94.4451,"Heritage destination in Assam, known for its heritage appeal."
325,Manas National Park,Assam,Northeast,Wildlife,"Nov-Jun (parks often shut Jul-Sep, monsoon)",38,14,3,7,2938,24.5102,94.0174,"Wildlife destination in Assam, known for its wildlife appeal."
326,Shillong,Meghalaya,Northeast,Hill Station,"Mar-Jun, Sep-Nov",17,6,4,8,3437,25.1657,90.8272,"Hill Station destination in Meghalaya, known for its hill station appeal."
327,Cherrapunji,Meghalaya,Northeast,Adventure,"Apr-Jun, Sep-Nov",13,0,4,7,3688,25.6731,90.1178,"Adventure destination in Meghalaya, known for its adventure appeal."
328,Mawlynnong,Meghalaya,Northeast,Hill Station,"Mar-Jun, Sep-Nov",20,8,4,6,2992,25.8372,90.2802,"Hill Station destination in Meghalaya, known for its hill station appeal."
329,Dawki,Meghalaya,Northeast,Adventure,"Apr-Jun, Sep-Nov",17,-1,7,3,2346,25.9696,90.6337,"Adventure destination in Meghalaya, known for its adventure appeal."
330,Nongriat,Meghalaya,Northeast,Adventure,"Apr-Jun, Sep-Nov",10,5,7,4,2618,25.342,92.027,"Adventure destination in Meghalaya, known for its adventure appeal."
331,Jowai,Meghalaya,Northeast,Hill Station,"Mar-Jun, Sep-Nov",20,6,5,4,2200,25.8622,91.4627,"Hill Station destination in Meghalaya, known for its hill station appeal."
