city,state,month,avg_max_temp_c,avg_min_temp_c,avg_rainfall_mm,humidity_pct,condition,good_time_to_visit
Khajjiar,Himachal Pradesh,Sep,19.8,7.7,141.4,81,Pleasant,Yes
Khajjiar,Himachal Pradesh,Oct,12.6,3.5,34.6,41,Pleasant,Yes
Khajjiar,Himachal Pradesh,Nov,11.3,-0.9,18.2,47,Cold,Yes
Khajjiar,Himachal Pradesh,Dec,12.0,0.4,1.9,39,Cold,No
Chamba,Himachal Pradesh,Jan,6.2,-6.3,19.7,47,Cold,No
Chamba,Himachal Pradesh,Feb,9.2,-2.5,4.4,35,Cold,No
Chamba,Himachal Pradesh,Mar,13.8,1.3,11.4,47,Pleasant,Yes
Chamba,Himachal Pradesh,Apr,16.5,7.0,10.6,44,Pleasant,Yes
Chamba,Himachal Pradesh,May,20.7,11.6,6.8,34,Pleasant,Yes
Chamba,Himachal Pradesh,Jun,22.8,13.2,229.9,75,Monsoon/Rainy,Yes
Chamba,Himachal Pradesh,Jul,21.1,12.0,174.9,79,Monsoon/Rainy,No
Chamba,Himachal Pradesh,Aug,18.7,6.9,261.6,75,Monsoon/Rainy,No
Chamba,Himachal Pradesh,Sep,12.6,3.3,314.5,77,Monsoon/Rainy,Yes
Chamba,Himachal Pradesh,Oct,7.0,-3.3,19.0,37,Cold,Yes
Chamba,Himachal Pradesh,Nov,5.7,-4.4,26.8,46,Cold,Yes
Chamba,Himachal Pradesh,Dec,3.1,-7.7,8.6,33,Cold,No
Narkanda,Himachal Pradesh,Jan,10.0,-1.5,4.0,36,Cold,No
Narkanda,Himachal Pradesh,Feb,13.3,2.8,5.9,34,Pleasant,No
Narkanda,Himachal Pradesh,Mar,17.0,6.2,34.2,39,Pleasant,Yes
Narkanda,Himachal Pradesh,Apr,21.2,10.2,1.1,39,Pleasant,Yes
Narkanda,Himachal Pradesh,May,25.7,12.8,37.6,33,Pleasant,Yes
Narkanda,Himachal Pradesh,Jun,27.3,14.6,210.0,74,Monsoon/Rainy,Yes
Narkanda,Himachal Pradesh,Jul,26.4,17.3,292.6,74,Monsoon/Rainy,No
Narkanda,Himachal Pradesh,Aug,23.7,11.2,185.1,67,Monsoon/Rainy,No
Narkanda,Himachal Pradesh,Sep,16.6,6.3,187.7,80,Monsoon/Rainy,Yes
Narkanda,Himachal Pradesh,Oct,12.7,3.1,16.1,32,Pleasant,Yes
Narkanda,Himachal Pradesh,Nov,8.9,-1.8,12.7,35,Cold,Yes
Narkanda,Himachal Pradesh,Dec,8.0,-3.7,21.9,41,Cold,No
Manas National Park,Assam,Jan,22.4,11.2,33.6,42,Pleasant,Yes
Manas National Park,Assam,Feb,27.5,15.2,31.1,37,Pleasant,Yes
Manas National Park,Assam,Mar,31.4,18.3,30.7,32,Pleasant,Yes
Manas National Park,Assam,Apr,39.1,25.2,19.6,42,Hot & Dry,Yes
Manas National Park,Assam,May,41.9,29.8,0.8,47,Hot & Humid,Yes
Manas National Park,Assam,Jun,42.9,30.7,778.8,71,Monsoon/Rainy,Yes
Manas National Park,Assam,Jul,42.5,31.2,615.9,80,Monsoon/Rainy,No
Manas National Park,Assam,Aug,38.1,24.8,584.6,76,Monsoon/Rainy,No
Manas National Park,Assam,Sep,32.8,19.9,465.3,78,Monsoon/Rainy,No
Manas National Park,Assam,Oct,27.0,13.7,28.7,46,Pleasant,No
Manas National Park,Assam,Nov,22.4,11.8,3.9,45,Pleasant,Yes
Manas National Park,Assam,Dec,21.7,8.5,37.6,32,Pleasant,Yes
Shimla,Himachal Pradesh,Jan,7.6,-2.6,13.3,39,Cold,No
Shimla,Himachal Pradesh,Feb,11.4,-0.2,6.3,41,Cold,No
Shimla,Himachal Pradesh,Mar,15.6,3.7,17.7,44,Pleasant,Yes
Shimla,Himachal Pradesh,Apr,17.2,6.6,26.9,38,Pleasant,Yes
Shimla,Himachal Pradesh,May,23.1,11.6,7.0,38,Pleasant,Yes
Shimla,Himachal Pradesh,Jun,20.8,10.2,183.8,79,Monsoon/Rainy,Yes
Shimla,Himachal Pradesh,Jul,20.6,10.4,200.2,79,Monsoon/Rainy,No
Shimla,Himachal Pradesh,Aug,20.4,7.6,139.7,79,Pleasant,No
Shimla,Himachal Pradesh,Sep,15.8,3.5,250.2,79,Monsoon/Rainy,Yes
Shimla,Himachal Pradesh,Oct,9.5,-2.0,37.3,44,Cold,Yes
Shimla,Himachal Pradesh,Nov,7.3,-4.3,14.7,44,Cold,Yes
Shimla,Himachal Pradesh,Dec,3.6,-6.6,30.4,47,Cold,No
Sarahan,Himachal Pradesh,Jan,2.0,-7.3,37.0,35,Cold,No
Sarahan,Himachal Pradesh,Feb,6.6,-3.8,36.4,34,Cold,No
Sarahan,Himachal Pradesh,Mar,12.1,1.7,18.8,40,Pleasant,Yes
Sarahan,Himachal Pradesh,Apr,18.1,6.3,22.8,37,Pleasant,Yes
Sarahan,Himachal Pradesh,May,20.1,9.3,15.1,42,Pleasant,Yes
Sarahan,Himachal Pradesh,Jun,24.4,12.6,238.0,68,Monsoon/Rainy,Yes
Sarahan,Himachal Pradesh,Jul,22.9,11.4,248.1,76,Monsoon/Rainy,No
Sarahan,Himachal Pradesh,Aug,18.9,7.9,130.3,68,Pleasant,No
Sarahan,Himachal Pradesh,Sep,11.6,0.8,128.9,77,Cold,Yes
Sarahan,Himachal Pradesh,Oct,7.8,-2.0,9.0,36,Cold,Yes
Sarahan,Himachal Pradesh,Nov,3.2,-7.6,33.9,41,Cold,Yes
Sarahan,Himachal Pradesh,Dec,1.6,-7.6,20.6,42,Cold,No
Manali,Himachal Pradesh,Jan,7.3,-1.9,29.7,42,Cold,No
Manali,Himachal Pradesh,Feb,10.2,-0.4,39.4,37,Cold,No
Manali,Himachal Pradesh,Mar,16.2,6.3,19.4,38,Pleasant,Yes
Manali,Himachal Pradesh,Apr,18.6,8.1,0.7,45,Pleasant,Yes
Manali,Himachal Pradesh,May,21.4,9.5,22.9,47,Pleasant,Yes
Manali,Himachal Pradesh,Jun,22.1,11.0,234.3,77,Monsoon/Rainy,Yes
Manali,Himachal Pradesh,Jul,22.6,12.5,200.6,69,Monsoon/Rainy,No
Manali,Himachal Pradesh,Aug,18.7,7.7,252.9,72,Monsoon/Rainy,No
Manali,Himachal Pradesh,Sep,16.7,5.2,183.3,72,Monsoon/Rainy,Yes
Manali,Himachal Pradesh,Oct,10.1,1.1,25.9,38,Cold,Yes
Manali,Himachal Pradesh,Nov,9.4,-2.0,36.2,46,Cold,Yes
Manali,Himachal Pradesh,Dec,6.7,-3.8,36.5,38,Cold,No
Nalanda,Bihar,Jan,20.7,11.2,38.4,47,Pleasant,Yes
Nalanda,Bihar,Feb,24.5,14.9,3.4,35,Pleasant,Yes
Nalanda,Bihar,Mar,30.8,19.5,24.4,35,Pleasant,Yes
Nalanda,Bihar,Apr,33.7,22.8,36.6,39,Pleasant,No
Nalanda,Bihar,May,38.6,26.7,25.1,44,Hot & Dry,No
Nalanda,Bihar,Jun,39.0,27.9,171.4,80,Monsoon/Rainy,No
Nalanda,Bihar,Jul,37.2,26.8,139.5,70,Hot & Humid,No
Nalanda,Bihar,Aug,33.5,23.8,189.3,76,Monsoon/Rainy,No
Nalanda,Bihar,Sep,28.7,19.6,194.8,80,Monsoon/Rainy,No
Nalanda,Bihar,Oct,24.9,15.8,25.2,33,Pleasant,Yes
Nalanda,Bihar,Nov,21.6,10.0,19.2,33,Pleasant,Yes
Nalanda,Bihar,Dec,19.6,8.3,38.3,32,Pleasant,Yes
Patna,Bihar,Jan,21.5,11.3,23.6,32,Pleasant,Yes
Patna,Bihar,Feb,24.0,14.2,2.5,39,Pleasant,Yes
Patna,Bihar,Mar,29.7,21.1,24.0,43,Pleasant,Yes
Patna,Bihar,Apr,35.0,25.4,4.3,45,Hot & Humid,No
Patna,Bihar,May,36.9,26.7,13.2,36,Hot & Dry,No
Patna,Bihar,Jun,38.5,30.0,124.9,79,Hot & Humid,No
Patna,Bihar,Jul,37.7,29.2,290.2,68,Monsoon/Rainy,No
Patna,Bihar,Aug,33.3,23.3,162.6,68,Monsoon/Rainy,No
Patna,Bihar,Sep,30.1,19.6,318.6,77,Monsoon/Rainy,No
Patna,Bihar,Oct,23.9,13.7,3.1,44,Pleasant,Yes
Patna,Bihar,Nov,22.2,10.4,15.3,34,Pleasant,Yes
Patna,Bihar,Dec,19.9,11.3,11.4,39,Pleasant,Yes
Jaisalmer,Rajasthan,Jan,16.9,2.0,6.1,21,Pleasant,Yes
Jaisalmer,Rajasthan,Feb,23.7,6.2,3.7,29,Pleasant,Yes
Jaisalmer,Rajasthan,Mar,32.1,15.0,13.0,35,Pleasant,Yes
Jaisalmer,Rajasthan,Apr,41.7,23.5,13.1,36,Hot & Dry,No
Jaisalmer,Rajasthan,May,50.0,31.5,8.1,25,Hot & Dry,No
Jaisalmer,Rajasthan,Jun,53.2,33.2,19.1,20,Hot & Dry,No
Jaisalmer,Rajasthan,Jul,49.2,30.2,50.0,16,Hot & Dry,No
Jaisalmer,Rajasthan,Aug,42.8,23.8,17.8,36,Hot & Dry,No
Jaisalmer,Rajasthan,Sep,34.2,15.8,52.3,24,Pleasant,No
Jaisalmer,Rajasthan,Oct,24.3,6.7,12.0,33,Pleasant,Yes
Jaisalmer,Rajasthan,Nov,17.7,2.0,1.7,20,Pleasant,Yes
Jaisalmer,Rajasthan,Dec,16.5,2.0,8.9,25,Pleasant,Yes
New Delhi,Delhi,Jan,13.3,3.7,0.8,33,Pleasant,Yes
New Delhi,Delhi,Feb,18.9,8.2,36.0,40,Pleasant,Yes
New Delhi,Delhi,Mar,26.2,15.9,1.6,36,Pleasant,Yes
New Delhi,Delhi,Apr,34.6,24.8,22.9,35,Pleasant,No
New Delhi,Delhi,May,38.4,29.1,27.7,33,Hot & Dry,No
New Delhi,Delhi,Jun,43.0,31.6,303.8,70,Monsoon/Rainy,No
New Delhi,Delhi,Jul,39.0,30.9,250.0,80,Monsoon/Rainy,No
New Delhi,Delhi,Aug,32.8,23.7,273.1,72,Monsoon/Rainy,No
New Delhi,Delhi,Sep,24.0,16.0,149.1,81,Pleasant,No
New Delhi,Delhi,Oct,17.4,6.2,6.0,42,Pleasant,Yes
New Delhi,Delhi,Nov,11.1,2.0,3.9,43,Cold,Yes
New Delhi,Delhi,Dec,9.1,2.0,24.2,46,Cold,Yes
Cherrapunji,Meghalaya,Jan,6.2,2.0,13.4,42,Cold,No
Cherrapunji,Meghalaya,Feb,8.8,2.0,11.0,32,Cold,No
Cherrapunji,Meghalaya,Mar,11.9,2.0,25.5,45,Cold,No
Cherrapunji,Meghalaya,Apr,16.1,2.4,16.9,36,Pleasant,Yes
Cherrapunji,Meghalaya,May,17.5,4.7,21.3,35,Pleasant,Yes
Cherrapunji,Meghalaya,Jun,18.4,7.8,611.7,79,Monsoon/Rainy,Yes
Cherrapunji,Meghalaya,Jul,19.4,7.3,888.3,79,Monsoon/Rainy,No
Cherrapunji,Meghalaya,Aug,17.2,5.2,383.8,69,Monsoon/Rainy,No
Cherrapunji,Meghalaya,Sep,12.9,2.0,875.7,80,Monsoon/Rainy,Yes
Cherrapunji,Meghalaya,Oct,8.0,2.0,36.4,37,Cold,Yes
Cherrapunji,Meghalaya,Nov,5.7,2.0,33.7,40,Cold,Yes
Cherrapunji,Meghalaya,Dec,6.7,2.0,33.7,38,Cold,No
Itanagar,Arunachal Pradesh,Jan,14.4,3.5,22.4,46,Pleasant,Yes
Itanagar,Arunachal Pradesh,Feb,17.5,8.8,35.2,40,Pleasant,Yes
Itanagar,Arunachal Pradesh,Mar,24.8,14.6,9.5,44,Pleasant,Yes
Itanagar,Arunachal Pradesh,Apr,29.2,20.8,4.5,40,Pleasant,Yes
Itanagar,Arunachal Pradesh,May,33.5,23.1,2.7,47,Pleasant,No
Itanagar,Arunachal Pradesh,Jun,33.2,22.5,638.2,79,Monsoon/Rainy,No
Itanagar,Arunachal Pradesh,Jul,33.3,21.4,742.5,77,Monsoon/Rainy,No
Itanagar,Arunachal Pradesh,Aug,29.2,21.0,648.0,78,Monsoon/Rainy,No
Itanagar,Arunachal Pradesh,Sep,26.1,14.4,321.6,80,Monsoon/Rainy,No
Itanagar,Arunachal Pradesh,Oct,18.4,8.7,0.2,38,Pleasant,Yes
Itanagar,Arunachal Pradesh,Nov,16.9,6.7,36.1,46,Pleasant,Yes
Itanagar,Arunachal Pradesh,Dec,15.0,3.4,9.9,46,Pleasant,Yes
Tawang,Arunachal Pradesh,Jan,11.3,2.0,16.9,34,Cold,No
Tawang,Arunachal Pradesh,Feb,15.6,4.1,22.2,43,Pleasant,No
Tawang,Arunachal Pradesh,Mar,16.7,4.7,13.9,38,Pleasant,Yes
Tawang,Arunachal Pradesh,Apr,21.9,9.8,5.3,42,Pleasant,Yes
Tawang,Arunachal Pradesh,May,23.6,11.3,34.2,34,Pleasant,Yes
Tawang,Arunachal Pradesh,Jun,23.8,12.6,851.7,70,Monsoon/Rainy,Yes
Tawang,Arunachal Pradesh,Jul,23.6,12.1,777.7,72,Monsoon/Rainy,No
Tawang,Arunachal Pradesh,Aug,19.9,8.9,342.0,68,Monsoon/Rainy,No
Tawang,Arunachal Pradesh,Sep,15.4,6.1,856.0,71,Monsoon/Rainy,Yes
Tawang,Arunachal Pradesh,Oct,12.1,2.1,19.6,45,Pleasant,Yes
Tawang,Arunachal Pradesh,Nov,11.0,2.0,16.0,46,Cold,Yes
Tawang,Arunachal Pradesh,Dec,11.1,2.0,16.6,44,Cold,No
Kaithal,Haryana,Jan,13.3,4.8,9.9,39,Pleasant,Yes
Kaithal,Haryana,Feb,21.6,10.6,37.7,44,Pleasant,Yes
Kaithal,Haryana,Mar,30.0,19.4,19.8,40,Pleasant,Yes
Kaithal,Haryana,Apr,38.3,26.3,24.5,46,Hot & Humid,No
Kaithal,Haryana,May,43.4,32.0,30.5,42,Hot & Dry,No
Kaithal,Haryana,Jun,45.6,33.8,124.8,71,Hot & Humid,No
Kaithal,Haryana,Jul,42.4,31.3,276.2,77,Monsoon/Rainy,No
Kaithal,Haryana,Aug,36.6,28.1,313.7,74,Monsoon/Rainy,No
Kaithal,Haryana,Sep,28.1,18.2,230.2,78,Monsoon/Rainy,No
Kaithal,Haryana,Oct,21.7,10.8,12.5,41,Pleasant,Yes
Kaithal,Haryana,Nov,15.8,7.4,23.4,41,Pleasant,Yes
Kaithal,Haryana,Dec,11.8,2.0,11.6,40,Cold,Yes
